date,data
2004-01-01,2066.149902
2004-02-01,2029.819946
2004-03-01,1994.219971
2004-04-01,1920.150024
2004-05-01,1986.73999
2004-06-01,2047.790039
2004-07-01,1887.359985
2004-08-01,1838.099976
2004-09-01,1896.839966
2004-10-01,1974.98999
2004-11-01,2096.810059
2004-12-01,2175.439941
2005-01-01,2062.409912
2005-02-01,2051.719971
2005-03-01,1999.22998
2005-04-01,1921.650024
2005-05-01,2068.219971
2005-06-01,2056.959961
2005-07-01,2184.830078
2005-08-01,2152.090088
2005-09-01,2151.689941
2005-10-01,2120.300049
2005-11-01,2232.820068
2005-12-01,2205.320068
2006-01-01,2305.820068
2006-02-01,2281.389893
2006-03-01,2339.790039
2006-04-01,2322.570068
2006-05-01,2178.879883
2006-06-01,2172.090088
2006-07-01,2091.469971
2006-08-01,2183.75
2006-09-01,2258.429932
2006-10-01,2366.709961
2006-11-01,2431.77002
2006-12-01,2415.290039
2007-01-01,2463.929932
2007-02-01,2416.149902
2007-03-01,2421.639893
2007-04-01,2525.090088
2007-05-01,2604.52002
2007-06-01,2603.22998
2007-07-01,2546.27002
2007-08-01,2596.360107
2007-09-01,2701.5
2007-10-01,2859.120117
2007-11-01,2660.959961
2007-12-01,2652.280029
2008-01-01,2389.860107
2008-02-01,2271.47998
2008-03-01,2279.100098
2008-04-01,2412.800049
2008-05-01,2522.659912
2008-06-01,2292.97998
2008-07-01,2325.550049
2008-08-01,2367.52002
2008-09-01,2091.879883
2008-10-01,1720.949951
2008-11-01,1535.569946
2008-12-01,1577.030029
2009-01-01,1476.420044
2009-02-01,1377.839966
2009-03-01,1528.589966
2009-04-01,1717.300049
2009-05-01,1774.329956
2009-06-01,1835.040039
2009-07-01,1978.5
2009-08-01,2009.060059
2009-09-01,2122.419922
2009-10-01,2045.109985
2009-11-01,2144.600098
2009-12-01,2269.149902
2010-01-01,2147.350098
2010-02-01,2238.26001
2010-03-01,2397.959961
2010-04-01,2461.189941
2010-05-01,2257.040039
2010-06-01,2109.23999
2010-07-01,2254.699951
2010-08-01,2114.030029
2010-09-01,2368.620117
2010-10-01,2507.409912
2010-11-01,2498.22998
2010-12-01,2652.870117
2011-01-01,2700.080078
2011-02-01,2782.27002
2011-03-01,2781.070068
2011-04-01,2873.540039
2011-05-01,2835.300049
2011-06-01,2773.52002
2011-07-01,2756.379883
2011-08-01,2579.459961
2011-09-01,2415.399902
2011-10-01,2684.409912
2011-11-01,2620.340088
2011-12-01,2605.149902
2012-01-01,2813.840088
2012-02-01,2966.889893
2012-03-01,3091.570068
2012-04-01,3046.360107
2012-05-01,2827.340088
2012-06-01,2935.050049
2012-07-01,2939.52002
2012-08-01,3066.959961
2012-09-01,3116.22998
2012-10-01,2977.22998
2012-11-01,3010.23999
2012-12-01,3019.51001
2013-01-01,3142.129883
2013-02-01,3160.189941
2013-03-01,3267.52002
2013-04-01,3328.790039
2013-05-01,3455.909912
2013-06-01,3403.25
2013-07-01,3626.370117
2013-08-01,3589.870117
2013-09-01,3771.47998
2013-10-01,3919.709961
2013-11-01,4059.889893
2013-12-01,4176.589844
2014-01-01,4103.879883
2014-02-01,4308.120117
2014-03-01,4198.990234
2014-04-01,4114.560059
2014-05-01,4242.620117
2014-06-01,4408.180176
2014-07-01,4369.77002
2014-08-01,4580.27002
2014-09-01,4493.390137
2014-10-01,4630.740234
2014-11-01,4791.629883
2014-12-01,4736.049805
2015-01-01,4635.240234
2015-02-01,4963.529785
2015-03-01,4900.879883
2015-04-01,4941.419922
2015-05-01,5070.029785
2015-06-01,4986.870117
2015-07-01,5128.279785
2015-08-01,4812.709961
2015-09-01,4620.160156
2015-10-01,5053.75
2015-11-01,5108.669922
2015-12-01,5007.410156
2016-01-01,4613.950195
2016-02-01,4557.950195
2016-03-01,4869.850098
2016-04-01,4775.359863
2016-05-01,4948.049805
2016-06-01,4842.669922
2016-07-01,5162.129883
2016-08-01,5213.220215
2016-09-01,5312
2016-10-01,5189.140137
2016-11-01,5323.680176
2016-12-01,5444.5
2017-01-01,5614.790039
2017-02-01,5825.439941
2017-03-01,5911.740234
2017-04-01,6047.609863
2017-05-01,6198.52002
2017-06-01,6140.419922
2017-07-01,6348.120117
2017-08-01,6428.660156
2017-09-01,6495.959961
2017-10-01,6727.669922
2017-11-01,6873.970215
2017-12-01,6903.390137
2018-01-01,7411.47998
2018-02-01,7273.009766
2018-03-01,7063.450195
2018-04-01,7066.27002
2018-05-01,7442.120117
2018-06-01,7510.299805
2018-07-01,7671.790039
2018-08-01,8109.540039
2018-09-01,8046.350098
2018-10-01,7305.899902
2018-11-01,7330.540039
2018-12-01,6635.279785
2019-01-01,7281.740234
2019-02-01,7532.529785
2019-03-01,7729.319824
2019-04-01,8095.390137
2019-05-01,7453.149902
2019-06-01,8006.240234
2019-07-01,8175.419922
2019-08-01,7962.879883
2019-09-01,7999.339844
2019-10-01,8292.360352
2019-11-01,8665.469727
2019-12-01,8972.599609
2020-01-01,9150.94043
2020-02-01,8567.370117
2020-03-01,7700.100098
2020-04-01,8889.549805
2020-05-01,9489.870117
2020-06-01,10058.76953
2020-07-01,10745.26953
2020-08-01,11775.45996
2020-09-01,10913.56
